Id	x			y
14	-24.1248525802556	59.7103983634429
16	-19.2872573034737	62.6039796574058
22	-28.8649736803491	54.6977696780405
24	-31.0785599592769	48.4768289177102
19	31.5119250210085	50.1146834365151
21	38.1178842520554	40.814145945878
23	69.7737241290585	45.5192014897204
30	-39.4460109076566	39.050235857712
32	-35.3603212292764	45.0825486888649
29	34.144380242299		45.6787136410436
31	38.6712018572746	35.5897428537547
33	63.0580340978882	43.6103498008026
44	-59.8975307468401	-5.04141713482708
46	-45.692584173169	-10.6723924776468
48	-39.2885637940448	-7.15238785286117
45	38.2753293283626	-8.28547062762478
47	44.5700408288752	-10.119686953159
52	-52.9781349090151	-8.40376169441597
54	-51.6192500576611	-15.3405365583117
56	-16.4963625175066	-27.9912949252381
51	30.8062591140022	-12.9298328717871
53	28.9612188340937	-20.2984421640656
55	50.4085806233797	-11.338352676307
62	-51.4444832614992	-23.2711189648243
64	-22.6075500794894	-25.9948420356052
66	-21.4359151079281	-32.5712461162145
61	36.1284613963141	-24.8679656779892
63	39.4083891007541	-30.6754444412295

