Id	dx	dy
2	-0.707781225330443	-4.29826504176567
4	-6.95400878838273	0.367397148633145
6	-4.5534455901775	2.42357350270076
3	-5.44057268781841	1.4833663408602
5	-6.99066347557158	-7.52983527958001
7	-4.80834036774564	-6.12554535714281
8	-8.1611924168518	3.38604418751032
10	0	0
12	-2.33285317151626	-5.90337141376673
14	-9.05381738985054	-2.79212669782549
16	-9.36317591711807	0.710922351392156
9	-0.749533367011535	-1.4924009931734
11	-7.10735807333905	1.73303103440054
13	-3.55368926117842	-5.42806827907914
15	-4.409189707086	-5.79538843923203
17	-2.09093734543875	1.44390808019362
18	-8.72267702046798	-0.884430632037009
20	-5.39331719374012	-5.64387051192145
22	-1.99354519714343	-4.15400526462423
24	-7.56657800427281	-4.52184294033869
1	0.3862190055284	-2.52081579879248
19	-1.61693523305286	-2.58824734685071
21	-1.56879861846846	-1.42760911663343
23	-2.38361617039734	0.095344078289763
25	-6.15820471958817	2.47506656939047
26	-0.116761374988954	-3.66299462848837
28	-9.17031726291752	-3.04597065265421
30	-8.02711877804113	-5.87682280895142
32	-2.2242717047977	-0.518218726607003
34	0	0
27	-8.55424619289159	-2.60422510836058
29	-1.06088192878672	0.797472988812281
31	-8.95749091390726	-1.27675463893044
33	-1.44982906141344	-3.72993485145952
35	-0.214654179566196	0.415666477315042
36	-3.89754778640233	1.29356349543428
38	-10.022469539513	-3.42379309542525
40	-5.78766461019391	1.03621698327996
42	-3.77772435272252	-5.47478159638925
37	-8.31112671934733	-0.693049110416855
39	-6.06557476548474	-5.64769219494451
41	-8.54564303936625	-5.34359690402285
43	-1.38818266327466	1.47112696344296
44	-1.286276202832	-3.50184431953046
46	-9.92570718458686	-0.819787953079177
48	-8.59960746052274	-1.19936459765051
45	-2.05892110055592	-0.188522706172245
47	0	0
49	-4.0334212761544	-5.5786084211222
50	-5.70607582310484	4.01646078984015
52	-8.83537567821803	-5.39492729888917
54	-7.64629072155769	-5.12466934604725
56	-0.805322735634334	-3.40537248259037
51	-11.3535288713765	-0.256073505425142
53	-6.10657046279718	1.42216019929292
55	-5.78255752163877	1.5583784707419
57	-10.740267886961	0.395565397360796
58	-8.14195344152374	3.27517462699698
60	-5.07739472092571	-7.42030881513357
62	-8.82406154288456	-0.80918300051195
64	-2.18874394764782	0.556278304344882
66	-1.73617442857741	-3.80176282585819
59	-8.26483989200408	-1.69391084012479
61	-3.83050207973882	0.855493630186675
63	-1.45037913326303	-3.55829018648316
65	-8.47672658648041	-0.568843073609202
67	-6.2752315554655	-6.62515732025528
68	-5.91598797190252	-5.86738026167977
70	-3.82417103651929	-5.67964634209983
72	-4.2663140468177	-7.34422156781999
74	-8.33527790059827	-1.59790217786009
92	-7.88469444560867	-0.491846634683803
69	-6.64922243005156	-5.50295587143928
71	-2.53139197956094	0.844488107182656
73	-2.01990044948884	-4.49152718557325
75	-4.74829106825428	2.49671853518629
76	-3.21710997509538	-5.41645650340404
78	-2.10032009532979	-0.726353669949745
80	-7.81166109821143	-0.0855205032502226
82	-1.39408867824946	-0.739824775035316
84	-2.268891365702	-0.38823474203528
77	-5.85525139303397	0.855632674707024
79	-6.0999891129342	-6.36578493169506
81	-2.00887324431596	-3.79510061947812
83	-2.30783518178013	-4.34991116549264
85	-3.0898732981163	1.22179637571352
86	-8.01217812240945	1.02981740625431
88	-8.257404076817	-1.61500297812265
90	-8.58959292538118	-1.12255866413676
87	-1.14348635787782	-3.06913153574497
89	-5.1944942635116	2.96814697971665
91	-8.1321853118803	-0.782453811967386
