Id	x_3	y_3
2	9.00336571534032	4.81846334612057
4	2.8274639003551	-5.46872667919083
6	1.39771268808706	-10.210752582706
3	4.01784616953459	-0.584093229270961
5	-2.75615226441171	10.6476937499293
7	-3.02576445691764	8.2648931177163
8	-8.1029461619436	-8.20607106507838
10	0	0
12	4.7696984016627	8.65594695475727
14	-0.135520316625562	-3.44209825837198
16	-9.29855703093956	-5.54364612699948
9	0.117025331067372	2.80698440732287
11	-3.76420726447519	-9.35052761447272
13	-3.9574354592161	4.22948061817912
15	-3.36664987053853	7.29913917744978
17	6.63614130014626	-7.8621882635579
18	1.46329792042646	-3.34552384919647
20	-5.91731728284843	3.18093095130105
22	3.40453311037521	7.30984331009299
24	-7.41237539323825	-0.48132980349403
1	-0.137692992329882	0.287981307205451
19	5.26782474407495	5.42541310206889
21	7.87137738732645	2.35179294385477
23	8.09812747396583	-1.83189157190023
25	1.29621771101897	0.117560854204949
26	10.2505499647696	2.58533956478657
28	-0.124334518886176	-3.05490945501854
30	-7.20730148749839	7.13805696924915
32	6.60855802663147	2.13690363398997
34	-0.0594824177750861	10.8429441609586
27	-7.38987295061465	-3.72066225172885
29	0.365868574402722	1.06456102581803
31	-8.16789219924053	-4.64924023482391
33	6.42603771458036	6.08942092143858
35	8.84551302172651	-6.50117038383377
36	4.1011688842519	0.988545545165224
38	0.137155203681756	-0.87738102546466
40	3.01548932018034	-7.3833831665069
42	-4.12284995708784	4.52310738885746
37	-5.32793974635254	-6.79771486625404
39	-6.41876315258084	4.66485392479412
41	-8.25783595903952	5.87718559363976
43	6.91823542248827	-8.23853544065592
44	7.18099457783428	5.44398226726683
46	-10.311690827294	-2.76197490625854
48	1.02340309309578	-4.16087293746302
45	8.38897339315735	-1.29741994483535
47	0	0
49	-4.51135590685015	3.94912191508923
50	-4.09298495899892	-10.7295411903426
52	-8.28109101860764	6.32410455836961
54	-8.07881346773626	3.78173703841842
56	8.86335328158043	3.99421574415656
51	-11.5659720970443	-0.262289311446786
53	0.349918222788198	-9.09584303827792
55	3.64846525171653	-0.621805135185436
57	-11.2440296677597	-2.26002245243991
58	-7.99694015571541	-8.26151047292039
60	-0.980169032038962	-0.376682457843765
62	1.50405103875597	-2.96856713979134
64	2.42587835528348	2.60111926471843
66	4.76683230531977	6.76245958144119
59	-1.94041067301807	-6.01426640196405
61	5.72246972493552	-0.0902327679380827
63	-1.0440034322629	4.27706326426577
65	-6.2620412972153	-6.55023420972626
67	-4.07458217716448	9.0360229671967
68	-5.73122185317948	6.22557500273067
70	-1.86713076007689	7.9388597560542
72	1.68030583081831	10.432196473863
74	-4.81943542352992	-6.07068347509332
92	1.31965401535322	-5.43041756569394
69	-7.06008712365171	4.27046750974816
71	2.71657083873937	2.32027550766344
73	-2.17891853500457	4.11851956241906
75	0.83281595206233	-10.3361033515384
76	-3.72678539521505	3.47958722321762
78	5.89129035257963	3.01306244842706
80	-3.19543910189037	-7.77198743089223
82	1.5176111827494	3.50203083830486
84	7.28906765313514	1.14618681446651
77	4.36280038362741	-4.99454429426699
79	-4.54140815122033	8.33605827597467
81	1.15392756103432	6.65259826903608
83	-1.0495285151726	6.06323823758111
85	3.02198859399457	1.83467193016812
86	2.0275581184515	-1.13683453183472
88	-1.60987925896975	-6.00252571194705
90	-6.64568517776805	-5.82797102576335
87	7.89549032197414	4.47756338116542
89	-1.17437122815312	-10.751862794841
91	1.0675632893754	-5.14522303266936
