Id	x3	y3
2	-51.2966342846597	82.2170896538794
4	-37.3725360996449	92.5042796791908
6	-18.7022873119129	97.246305582706
3	24.1178461695346	87.619646229271
5	37.4438477355883	76.3878592500707
7	57.2742355430824	78.7706598822837
8	-98.5529461619436	77.8345130650784
10	-70.35	69.628442
12	-45.4803015983373	60.9724950452427
14	-30.2855203166256	73.070540258372
16	-19.3485570309395	75.1720881269995
9	10.1670253310674	66.8214575926772
11	26.3857927355248	78.9789696144727
13	46.2925645407839	65.3989613818209
15	66.9833501294615	62.3293028225502
17	97.0861413001463	77.4906302635579
18	-78.9367020795735	55.5668558491964
20	-66.2173172828484	49.040401048699
22	-36.7954668896248	44.911488689907
24	-27.5123753932382	52.702661803494
1	-0.137692992329874	51.9333506927946
19	25.3678247440749	46.7959188979311
21	48.0713773873264	49.8695390561452
23	68.3981274739658	54.0532235719002
25	81.696217711019	52.1037711457951
26	-80.1994500352304	32.2288814352134
28	-70.4743345188862	37.8691304550185
30	-57.4573014874984	27.6761640307509
32	-23.5414419733685	32.67731736601
34	-10.1094824177751	23.9712768390414
27	2.66012704938537	38.5348832517289
29	30.5158685744027	33.749659974182
31	42.0821078007595	39.4634612348239
33	76.7760377145803	28.7248000785614
35	99.2955130217265	41.3153913838337
36	-76.2988311157481	16.4185654548348
38	-60.1628447963182	18.2844920254646
40	-37.1845106798197	24.7904941665069
42	-24.2228499570878	12.8840036111426
37	14.7720602536475	24.204825866254
39	33.7812368474192	12.7422570752059
41	52.0421640409605	11.5299254063603
43	87.3182354224883	25.6456464406559
44	-63.1690054221657	-5.44398226726684
46	-60.561690827294	2.76197490625856
48	-29.1265969069042	4.16087293746301
45	38.5389733931573	1.29741994483534
47	50.25	-1.87483947862902e-14
49	65.8386440931498	-3.94912191508921
50	-84.4929849589989	-6.67756980965741
52	-68.5810910186076	-23.7312155583696
54	-48.2788134677363	-21.1888480384184
56	-11.2366467184196	-21.4013267441566
51	8.53402790295571	-17.1448216885532
53	40.5499182227882	-8.31126796172209
55	63.9484652517165	-16.7853058648146
57	69.1559703322403	-15.1470885475601
58	-98.4469401557154	-26.5527105270796
60	-71.3301690320389	-34.4375385421562
62	-48.745948961244	-31.8456538602087
64	-27.7241216447165	-37.4153402647184
66	-5.28316769468025	-41.5766805814412
59	8.10958932698195	-28.799954598036
61	35.8724697249355	-34.7239882320619
63	49.2059965677371	-39.0912842642658
65	64.0879587027847	-28.2639867902737
67	86.3754178228355	-43.8502439671967
68	-86.1312218531795	-58.4469070027307
70	-62.1671307600769	-60.1601917560542
72	-38.5196941691817	-62.6535284738629
74	-24.9194354235299	-46.1506485249067
92	1.31965401535322	-46.7909144343061
69	13.0399128763483	-56.4917995097481
71	42.9165708387394	-54.5416075076634
73	58.1210814649954	-56.339851562419
75	81.2328159520624	-41.8852286484616
76	-94.176785395215	-73.1080292232176
78	-64.4587096474204	-72.6415044484271
80	-53.4454391018903	-61.8564545691078
82	-28.6323888172506	-73.1304728383049
84	-2.76093234686488	-70.7746288144665
77	14.4128003836274	-64.633897705733
79	25.6085918487797	-77.9645002759747
81	51.4039275610343	-76.2810402690361
83	69.3004714848274	-75.6916802375811
85	93.4719885939946	-71.4631139301681
86	-58.2724418815485	-85.8987184681653
88	-41.8098792589697	-81.033027288053
90	-26.745685177768	-81.2075819742366
87	27.9954903219741	-91.5131163811654
89	39.0256287718469	-76.283690205159
91	61.3675632893754	-81.8903299673306
