Id      x      			y
14      -24.1248525802556       59.7103983634429
16      -19.2872573034737       62.6039796574058
22      -28.9147721279372       54.9257046204353
24      -31.280772423824        49.1132249931791
19      31.5119250210085        50.114683436515
21      38.0207409148878        40.8230499576913
23      69.7737241290585        45.5192014897204
30      -39.4460109076566       39.050235857712
32      -35.7206481575772       44.9944903503878
29      34.1554098405144        45.7056720851231
31      38.6712018572746        35.5897428537547
33      63.241738253107         43.9871496169655
44      -59.8975307468401       -5.04141713482708
46      -45.692584173169        -10.6723924776468
48      -39.2885637940448       -7.15238785286117
45      38.2753293283625        -8.28547062762479
47      44.5700408288752        -10.119686953159
52      -52.9781349090151       -8.40376169441597
54      -51.6192500576611       -15.3405365583117
56      -16.397905607248        -28.405496739619
51      30.8062591140022        -12.9298328717871
53      29.1810802392801        -21.0476335898167
55      50.4085806233797        -11.338352676307
62      -51.4444832614992       -23.2711189648243
64      -22.6075500794894       -25.9948420356052
66      -21.4359151079281       -32.5712461162145
61      35.0835597319181        -24.310412942415
63      39.4083891007541        -30.6754444412294
